feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
3.025659422764314321e+00,2.427963285526497650e-01,-1.422738429245664626e+00,-2.028614617255907859e+00,2.118745652236833532e+00,3.979688251207434746e+00,-3.256927966519411299e+00,-5.816909257351779772e+00,-1.605971729807402770e-01,-5.010537603350497804e-01,-3.400872298121086601e+00,-3.573139213824224392e+00,-2.801948264877385686e+00,-2.626467375627213663e+00,2.847841308436157348e+00,-2.629679820453913131e+00,-6.925693519978377566e-01,-3.208452864762251888e+00,5.386152842000629271e+00,2.680923380421255775e+00,0.000000000000000000e+00
3.154615647921660493e+00,1.347724419584786837e+00,-3.057886350964107436e-01,-1.388376175021673875e-01,6.977338094182743422e-01,2.732513050321796477e+00,-3.748861291260237039e+00,-2.926969749418640188e+00,-2.465609056952651645e+00,-4.451080755826905211e+00,-1.510481973815636536e+00,-1.752522447510691750e+00,-3.559877356529318249e+00,-4.434473941174353229e+00,4.270574986209221713e+00,-1.060744859295552622e+00,-1.918497251099708034e+00,-2.678357160881206234e+00,5.667146108833796880e+00,2.150470301892777769e+00,0.000000000000000000e+00
-1.097573005935407409e+00,-3.520178794698646030e+00,2.905470315965458017e+00,4.589015142881044618e+00,-2.056451096775994802e+00,-1.841192606116072383e+00,-1.270921657487613210e+00,1.515248825379655440e+00,-3.894564664999883519e+00,-3.723348339543308239e+00,2.498625336517688922e+00,-1.152809887576261128e+00,-1.971389726215955651e+00,4.247999563905194620e+00,3.423364752341408579e+00,3.468913852308926682e+00,-2.200863461074668681e+00,3.991685537536127981e+00,2.600537775235892024e+00,-4.174089114252892863e+00,1.000000000000000000e+00
-2.567457095797310185e+00,-2.077609190598829425e+00,7.607723218210451499e-01,4.330154190931497560e+00,9.044157149053611011e-01,-5.085139921980836419e+00,-4.599837206731788974e+00,6.961991614358963076e+00,2.350437321563988213e+00,-4.976553567673303924e+00,3.057215952316909569e-01,-2.461822051789202437e+00,4.533990545560626195e+00,-4.143770775955692542e+00,-4.272480136243067328e+00,3.233494471819254201e+00,3.935560397102456864e+00,-5.645623404252122501e-01,-2.444380522552686674e+00,-2.617369576345456750e+00,3.000000000000000000e+00
-1.580826505859960873e+00,-3.494375504885515404e+00,4.298787596088266660e+00,5.048190701909347489e+00,-1.941899829545134182e+00,-4.941979812837717922e-01,-1.876163636822449909e-01,4.093721873947005818e+00,-7.273211790048845771e+00,-2.270796837038503213e+00,1.178208966978356642e+00,-2.043378110796176372e+00,-2.901277958097685961e+00,3.176534274123630208e+00,4.225531411297542839e+00,6.243722757222942121e+00,-1.958087125203616941e+00,2.750421635676905563e+00,2.676097491654722660e+00,-4.486912972937966870e+00,1.000000000000000000e+00
-1.165160877966257447e+00,-4.059938591911604000e+00,4.435618459347945297e+00,6.093600032702393143e+00,-1.198489900433982402e+00,-2.478426604474260664e+00,1.909518911567860133e-01,2.330416529700427120e+00,-4.764024868599453733e+00,-2.827379865248110580e+00,2.317655492148067875e+00,-1.879149860612099321e+00,-1.650506988000175035e+00,3.179427039542918720e+00,4.060618860513526940e+00,4.883410453321927136e+00,-4.256349244903033124e+00,4.081909708001589365e+00,1.961051187577548260e+00,-4.983926661197273233e+00,1.000000000000000000e+00
3.513706562207994377e-01,-1.088603408556719998e+00,3.350508213753985665e+00,2.550732497631539086e+00,-1.193940751815334878e+00,-5.993239720572010931e+00,2.945833297947370255e+00,-2.157467289278581113e+00,-5.226840614762891413e+00,1.869955270677343018e+00,-1.435086613871818795e+00,-4.620793441155914838e-01,8.186930244553897174e-02,2.575218142982483194e+00,-1.218429278198556620e+00,-3.721257602119911301e+00,-1.195193043647752473e+00,-4.480971708015098365e+00,1.379952450421700894e+00,4.533979947795067744e+00,1.000000000000000000e+00
-3.383310374958235833e+00,3.751301382879596691e+00,-2.603052301503645083e+00,1.848635825676827604e+00,-1.218238333144542329e+00,-2.068260825064860420e-02,-4.547139355756056323e-01,1.175709755831031655e+00,-1.955230600336825830e+00,-3.609080904892918995e-01,-2.227946714317498689e+00,-4.131514217257904242e+00,-3.279507343715901246e+00,3.704194995381304700e+00,2.112973414644104819e-01,-1.495949118163428793e-01,3.010306072009495182e+00,4.311203562731295236e+00,-6.022146800822087087e+00,-4.187188294259307497e+00,3.000000000000000000e+00
-1.993050145499834835e+00,-1.762836636989739247e+00,-7.673575455953067781e-01,3.302435074348021971e+00,-1.114217014603859468e+00,-5.084233850405722066e+00,-4.975582867610756743e+00,1.842238464472746529e+00,1.840159179799863987e+00,-7.170397552462972612e+00,2.345377192714068748e+00,-2.734316214944990442e+00,3.302615728663823802e+00,-3.322763503089146919e+00,-6.352451222817620646e+00,1.766898906293589144e+00,1.110217136627563939e+00,-3.603120551574444885e+00,-2.023456202706931606e+00,-1.204477028760216673e+00,3.000000000000000000e+00
-2.417153547902735955e+00,2.407215622622626672e+00,2.541522867466886382e+00,-1.931977066544130484e+00,2.031430471143452543e+00,-3.753528441818652972e+00,-3.465506296450746149e+00,-3.711064419491698629e+00,-1.657482310909237144e+00,-1.619882086513288133e+00,-6.507236747565814383e-02,-5.069079489561170604e+00,1.137450724394386548e-01,2.479016241494550687e+00,-1.167132967022430634e+00,-1.468771048245208322e+00,9.464324772321865975e-01,4.667505229164973457e+00,1.225822052297123488e+00,2.539316796984520064e+00,2.000000000000000000e+00
-1.723622870453336509e+00,3.571928584010717778e+00,2.387290767386442969e+00,8.329302283276830421e-01,-3.550955555689068621e+00,-3.344720687531547387e+00,-4.780763687515714899e+00,2.729305077407719438e+00,9.639882870407842086e-01,1.313418856738691520e+00,-4.647841326875296275e+00,5.741267821224555590e+00,5.414122665998747586e+00,-3.223965784464244422e+00,-3.718379664462292844e+00,-3.296993929205789708e+00,-1.929089253421780503e+00,-3.098123140987434354e-01,7.131656490551574468e-02,-2.227002977207951595e+00,0.000000000000000000e+00
-2.552706369005433462e+00,-1.775892356143575324e+00,-9.604259863255832919e-01,2.323244160522569768e+00,3.047104426254074738e+00,-5.350278344599836089e+00,-2.511843433692162897e+00,3.699103507472917052e+00,3.181455991006643114e-01,-2.906743885826787999e+00,1.492796190124746181e+00,-4.470967542810355688e+00,3.581207627539060745e+00,-4.900871252890739882e+00,-4.316944891332930467e+00,1.194167064507089204e+00,1.068038854184965247e+00,-2.543018237324764286e+00,-1.534732981782738204e+00,-6.119134964349405292e-01,3.000000000000000000e+00
-2.194516022670016220e+00,4.165460156630826916e+00,-4.070027600187559713e+00,-9.716349132194245231e-01,-3.192449043950459142e+00,1.160752722533496151e+00,-1.287185073651441192e+00,2.016731109661252130e+00,-2.708236462828450541e+00,5.851566927960316633e-01,-2.570077157647194355e+00,-3.368791475001961189e+00,-3.080205736533686345e+00,3.142860017738394962e+00,-1.549932372459846386e+00,7.762304765112699734e-01,1.422531195850607499e+00,4.100500426362009954e+00,-4.462577992310400532e+00,-5.112635508433953646e+00,3.000000000000000000e+00
-3.425511907768678199e+00,1.039937212334357985e+00,3.012622512881004244e+00,-1.478648098919561615e+00,4.111033639833745035e+00,-3.047277460001508675e+00,-1.037445575820263199e+00,-2.777309774700266187e-01,-1.097540730949245091e+00,-1.824966589974006403e+00,-1.859774491776349237e-01,-2.794071688875735759e+00,4.573229360658606080e-01,2.292209238299663721e+00,7.243094653176522790e-01,-1.519799505191000044e+00,-4.772987016420779938e-01,3.735838538207775006e+00,5.878663553945593367e-01,3.124269923180977404e+00,2.000000000000000000e+00
-1.239635939775749485e+00,-2.858071683572354083e+00,4.059943753617544893e+00,1.577372183065797406e+00,-1.845281934993454165e+00,-2.701239209850991863e+00,2.619577311285791410e+00,-4.250555861029574167e+00,-5.862745574019218253e+00,-4.489641509973927302e-01,-2.155876444465793185e+00,-2.684532546158444610e-01,-4.865058666607854354e-01,1.499384971416396928e+00,-4.407383473920511996e-01,-5.396473968927796960e+00,-2.852468612092379785e-01,-5.536380526629869792e+00,1.545643791642479226e+00,7.109565871455980179e+00,1.000000000000000000e+00
3.662140465186922711e+00,-5.649985080368965740e+00,1.017538296239743900e-01,-8.980124175449859525e-01,-3.358452659150546360e+00,4.854986506507548150e+00,-4.471666822741437564e+00,-3.451606719638888876e-01,-2.034859511828924994e+00,2.099951354040458629e+00,1.612511144779661176e+00,1.743827034637617013e+00,-1.061522070520409144e+00,2.624350102380862637e+00,-1.591808727662778811e+00,1.552041598400560884e+00,-4.970393116731749217e+00,-8.986777138626534933e-01,-3.210684271415731761e+00,1.720797121634449978e+00,2.000000000000000000e+00
-1.037504500875706448e+00,-3.626436666381574803e+00,3.460361533486504992e+00,4.655244395249419576e+00,-3.176278891403942151e+00,-1.871727832616200793e+00,-2.007723584563866570e+00,2.883321937488116937e+00,-4.495399340714010705e+00,-3.933221136042662103e+00,2.004271768608736348e+00,-1.448336386014579036e+00,-5.304326409378474771e-01,3.881521781649909464e+00,3.367450425482314103e+00,4.829499221721021307e+00,-1.494561475793574790e+00,5.368608681055575538e+00,4.422644237454731453e+00,-3.246909182790618686e+00,1.000000000000000000e+00
-3.064191759141436933e+00,1.852783393953988611e+00,-3.714736819028581660e+00,-8.665019956464214967e-01,-4.492546994323606491e+00,2.961908282522122682e-01,-1.681202576228052026e+00,2.028554157421714521e+00,-1.980583857527282277e+00,1.753201003423341398e-01,-3.822653628684404836e+00,-5.715624314275498108e+00,-3.096600449480923167e+00,3.706155285757989137e+00,-1.870615155554168130e+00,1.159443138258614336e+00,2.847403897172314124e+00,5.110650189094013029e+00,-4.915400612187944773e+00,-3.299266261516495824e+00,3.000000000000000000e+00
-1.504974126394300615e+00,-1.354866019045321002e+00,3.774633310110433015e+00,3.363529390604325098e-01,-2.963252979284439093e+00,-3.066044089912353776e+00,1.645225646561165878e+00,-5.099021415249438416e-01,-5.196693567644390832e+00,1.126965557727220402e+00,-2.082744057897898404e+00,-1.329260663130871878e+00,-5.288460713952050640e-02,2.304260743565576419e+00,-2.826209473912005166e+00,-4.718130061701520717e+00,3.904055269032691289e-01,-3.363018649748467759e+00,2.935506303019732588e+00,5.251587228572485166e+00,1.000000000000000000e+00
3.676229212307620564e+00,2.951400442758724818e-01,-2.818293743806802087e+00,-5.012292207177445613e-01,2.745910784563429186e+00,4.969864061514592812e+00,-5.838905111832461969e+00,-5.482767972391409117e+00,-2.971514026345706938e+00,-1.429795897861023679e+00,-3.375007537156405668e+00,-3.867548337483861953e+00,-3.532923253437370903e+00,-2.506502388077916255e+00,4.006083446403029491e+00,-2.837375872557904799e+00,-3.466527284200989989e+00,-2.612455999402176321e+00,4.301793859275561793e+00,2.463633690106640906e+00,0.000000000000000000e+00
-4.136997653182784340e+00,-3.095229921640001880e+00,9.460922250183538829e-01,3.119909535445197335e+00,3.250842554347841862e+00,-4.801451289438935177e+00,-4.473398514872631182e+00,2.516766237219902891e+00,2.145511592328548378e+00,-3.316974724017407894e+00,-4.937784909573765812e-01,-3.054770940779222954e+00,3.816628434942864523e+00,-4.579338535578311387e+00,-4.358047043197132986e+00,9.494794768756549264e-01,2.530218541024376044e+00,-1.669211954893214944e+00,1.251589509331960670e-01,-1.279778244769506301e+00,3.000000000000000000e+00
4.986068754384640478e+00,-3.600533977430258936e+00,-1.867569746597833591e+00,-2.869071295701071667e-01,-2.484248073233937593e+00,4.833190371894559689e+00,-5.450731143207134366e+00,2.670929403428586202e+00,-3.184535464065063159e+00,2.650419706339862014e+00,3.609220932408558014e+00,4.001375563027541382e+00,-4.275287613380744922e-01,2.250915509289603822e+00,-1.160786103125244217e+00,3.273528883904786912e+00,-2.743289774041019591e+00,-1.902874383963893079e+00,-2.201709315424180247e+00,4.734378729473437630e+00,2.000000000000000000e+00
-2.722638405694453922e+00,2.031802381485490638e+00,1.211649557116975862e+00,1.078846188310562670e+00,2.841511270923040122e+00,-3.353971573976918030e+00,-2.658659726808743962e+00,-2.175808010627191535e+00,-1.726112453028995963e+00,-1.321552873270489536e+00,-2.593632220713963932e+00,-6.672128780235460965e+00,1.660066005453355364e+00,6.170011362358245322e-01,-5.951129959692463833e-01,-2.919018673506114325e+00,7.248462732088971627e-01,2.881844490691909400e+00,9.636833530021411409e-01,2.386351425860677278e+00,2.000000000000000000e+00
4.582274666893558113e+00,-4.850542130252224915e+00,-2.730485704479736597e+00,-1.311427152938893670e+00,-1.837179768390732049e+00,4.789801253606178477e+00,-4.023831536539201892e+00,-7.450783526987813099e-01,-3.827581456718167630e+00,2.254728149850934837e+00,9.442726393475018298e-01,3.122735176368836907e+00,5.695327123199869224e-01,2.538770845505941676e+00,2.684690888835114642e+00,3.169030329508444765e+00,-3.334937150705933107e+00,2.558704595032939011e+00,-2.655401137023034153e+00,3.204555853232869733e+00,2.000000000000000000e+00
4.270747082467909905e+00,1.036078609744405243e+00,-1.568153863003156179e+00,-2.503619370002772460e+00,1.495177031446974780e+00,4.689741750195642211e+00,-4.522926956736942117e+00,-3.772940090852583861e+00,-3.054833405619221232e+00,-1.839038657323794013e+00,-3.206557474569447841e+00,-4.732653020608836414e+00,-3.489974167232639424e+00,-3.387633946974771604e+00,4.622427668630173514e+00,-2.020769051470275190e+00,-4.326830602910428425e+00,-1.601106396229616813e+00,5.879681033107443611e+00,2.922271964838811353e+00,0.000000000000000000e+00
-4.806888738337447009e-01,6.231540501191331849e+00,2.411951987883070636e+00,2.280975883377445612e+00,-4.225402238786071685e+00,-1.163137285845639912e+00,-5.244286881067522721e+00,3.342409709538951113e+00,6.601988794866937571e-01,1.665955874960163285e+00,-5.398865804686903580e+00,5.122303668009327460e+00,3.041799875774528150e+00,-3.149279244579950454e+00,-2.508849048938826876e+00,-3.658300476226815867e+00,-1.535974066782914038e+00,-4.674786685630205607e-02,-2.282801889958133490e+00,-1.533841257654430912e+00,0.000000000000000000e+00
-2.410133600187576164e+00,5.936369553664970766e+00,2.919347099475850360e+00,2.731689209244303473e-01,-1.979281650834105122e+00,-3.978986071728422669e+00,-4.625702429804920079e+00,1.722537837992644372e+00,7.482314975055899264e-01,3.025774103135691728e+00,-1.880719868873386602e+00,3.122001234594845354e+00,4.448646392056204490e+00,-4.459323888670686742e+00,-3.708543614884697526e+00,-2.915369461281501540e+00,-2.794587873558162627e+00,-8.795048328312493613e-02,-1.590164482807175927e+00,-1.495205320106790747e+00,0.000000000000000000e+00
-3.230583415473745390e+00,-3.728816045790472877e+00,7.182983831454623491e-01,4.074784761366156083e+00,6.998688816446263505e-01,-6.687571667400463937e+00,-3.338574592300988186e+00,3.089904105750717722e+00,-1.884697782169502123e-01,-4.490949764778520148e+00,1.562687373643521394e+00,-4.117310258505599840e+00,5.633629361421685466e+00,-3.118853458370661080e+00,-2.264192600761592011e+00,6.752252156160972740e-01,2.726078273739630298e+00,-3.761813864573425370e+00,-2.563106922778035202e+00,-7.992008602699822717e-01,3.000000000000000000e+00
4.148817528150766876e+00,2.057192761441392070e-01,-3.821149997975239021e+00,-1.085429211320989351e+00,1.364884173117332899e+00,4.375472199746867297e+00,-6.891044577449576991e+00,-3.921705646344727736e+00,-3.363666905004018659e+00,-1.894002177163798262e+00,-3.227650197905269636e+00,-2.534477102589105524e+00,-4.576667293360783262e+00,-5.191003710945463645e+00,3.421165761909007674e+00,-3.380959423312367651e+00,-2.485914502508215662e+00,-3.154328243200132498e+00,4.478907966048144118e+00,3.948308388103749511e+00,0.000000000000000000e+00
-3.812226742110748745e+00,-3.078479614847055679e+00,6.760389391098846623e-01,2.449809282682406941e+00,3.668401438295921579e+00,-4.766724030402025747e+00,-4.463151707706620286e+00,3.765642134374048045e+00,3.737617434929022764e+00,-6.101970560158793688e+00,3.284979195250685269e+00,-3.876765624952486000e+00,5.327181424497532625e+00,-2.446599852893632132e+00,-3.848202386186527324e+00,3.510848208949635119e-01,3.729515488262569178e+00,-3.210370892163546763e+00,-2.106261564357758687e+00,-1.390476109085121870e+00,3.000000000000000000e+00
-1.637599560354179529e+00,1.531333966663836588e+00,2.401154025549723237e+00,7.227271753805724064e-01,2.664928878420166569e+00,-4.072875834866567679e+00,-1.761996970874711188e+00,9.221800548549907717e-02,-2.212548189867987958e+00,-1.317468318770735447e+00,-3.234109132395927233e+00,-5.499365129213169112e+00,3.266382253495687671e+00,2.385479133946578401e+00,8.665548505140214797e-01,-7.699286304486321342e-01,-1.227335191593803554e+00,4.064958378478316980e+00,2.066534788132212697e+00,1.361227340429962407e+00,2.000000000000000000e+00
-2.659938412830842314e+00,4.283237012385215259e+00,3.132953952356380967e+00,-1.238276055889760308e+00,-2.236916730348188942e+00,-2.999842555813595268e+00,-3.969455253930611160e+00,4.043603557114295199e+00,2.036717836463125542e-01,1.464005605858799797e+00,-5.161904854242359342e+00,5.049721131753998726e+00,3.711772705013852924e+00,-1.960780352060691012e+00,-2.107308820777643366e+00,-3.097225417660775637e+00,-2.327340674538443732e+00,-7.412448362126856649e-01,6.791922986874654455e-01,-2.666543588777132268e+00,0.000000000000000000e+00
-3.383247653453644865e+00,-4.035908610272304742e+00,1.096731735648714512e+00,3.651979539479302872e+00,1.361980013689928715e+00,-4.362257125056789420e+00,-1.666411376063810401e+00,3.519934895330774971e+00,8.577004099526172043e-01,-5.099496315774414867e+00,-8.461891328917841015e-01,-3.087979000368576088e+00,4.893561545773002841e+00,-4.065154004202059745e+00,-4.583471839016974414e+00,2.436538472228258367e+00,3.972905211070808740e+00,-2.539600505499287841e+00,-2.529600608413818286e+00,-1.443466434464544035e+00,3.000000000000000000e+00
-1.674612481123749719e+00,3.903013450525891326e+00,3.397017597698250846e+00,6.634519313721760625e-01,-4.464315692124045221e+00,-4.653430125089639269e+00,-4.958623996009521306e+00,2.536899150180531137e+00,1.700815944828241832e+00,2.839233054001792489e+00,-7.417144851046861831e+00,5.348665779502200124e+00,2.803531225526992188e+00,-2.753000665972580752e+00,-4.593317044652875936e+00,-2.882455441613600122e+00,-1.134333511556128382e+00,1.973969628565469314e+00,6.687284070752452791e-02,-1.420708687554147698e+00,0.000000000000000000e+00
5.222541435828706113e+00,-3.775394814839655222e+00,1.501783685369634025e+00,1.868830038747954614e+00,-6.556744707327482047e+00,4.888180909780937000e+00,-1.593389011136179256e+00,-1.859935746361907283e+00,-3.297901355526488665e+00,8.542829498951149958e-01,1.405105505339118821e+00,3.782940405296372433e+00,-1.053221093305682698e+00,2.285465714837418449e+00,-1.400621938416827472e+00,4.319780428672485684e+00,-1.854278686118900232e+00,-2.442820344624440088e-01,-3.044269900939136075e+00,3.099668540413764717e+00,2.000000000000000000e+00
-2.837380002358946385e+00,2.270136861229547165e+00,3.478547267594711556e+00,1.549850581416841733e-01,2.756672107412955874e+00,-4.128826574764984159e+00,1.533316769839654370e-02,1.345674537668462012e-01,-3.299268809103227618e+00,-4.613893291973518274e+00,-1.661134286292327955e+00,-3.699117679882244047e+00,1.191066576071102556e-01,9.942970236349484292e-01,-1.080881360972684835e+00,-2.638020926538886535e+00,-3.352909444837379183e-01,3.421596860660214290e+00,-9.491740065032128193e-02,2.870203147732411253e+00,2.000000000000000000e+00
4.430752315749445280e+00,1.825204369614492395e+00,-2.747135560008394428e+00,1.400046462745714315e-01,2.560468402484266548e+00,3.886648199572976470e+00,-5.257578074102663201e+00,-4.933885914191182387e+00,-3.721600898235581933e-01,-1.744844936708735084e+00,-2.382049138297989810e+00,-1.461816981702874108e+00,-3.455859069319834109e+00,-3.046527093680726050e+00,3.887859411764960083e+00,-2.861972490541606184e+00,-3.225658654030822525e+00,-2.256154980383640485e+00,4.463489770169743132e+00,2.444949344729251628e+00,0.000000000000000000e+00
-8.545370647167820355e-01,-3.500692273065268534e+00,2.299543153630557057e+00,4.240643439985482210e+00,-3.408991734673442409e+00,-1.009300913695081903e+00,-2.088114518818729337e+00,3.101316357110440070e+00,-4.840305423964506026e+00,-3.900017779661849371e+00,1.811195437414072185e+00,1.156521721303527706e+00,-3.566149629440146462e+00,2.792320048363532869e+00,4.848569985219926437e+00,3.134193673151923321e+00,-1.840813394128097968e+00,5.625361630334028362e+00,2.184003959936680062e+00,-2.413912829800826998e+00,1.000000000000000000e+00
1.415384287649319006e+00,-1.977063069017961361e+00,4.061407647577419233e+00,1.488503747032545732e+00,-2.353627872689185274e+00,-3.828437900744172673e+00,1.764988030354368798e+00,3.782946435240663874e-02,-5.520330576185323856e+00,7.801830660714438315e-01,-2.591244589639390306e+00,-2.975937171495001810e+00,3.015884160863437913e-01,2.669874685477340748e+00,-1.465363203446245155e+00,-4.932257007209354782e+00,-1.021232649939837200e+00,-3.404866898242235429e+00,1.517510098963376075e+00,3.712916056585403357e+00,1.000000000000000000e+00
-2.759210734065342674e+00,3.985628506501951218e+00,-4.951115847738736697e+00,-3.137736326592848179e+00,-3.993264187705299229e+00,2.916016628850494730e+00,-5.069289162554648787e-01,3.370502953803918622e+00,-2.985433365338084233e+00,1.916394986468136441e+00,-2.526078957287781535e+00,-4.871939745809426014e+00,-2.334767447176352206e+00,4.287072094069330319e+00,4.545428264439637100e-01,1.542252947773136817e+00,1.239654248260896763e+00,3.857963498156027349e+00,-4.489742727947633405e+00,-3.449917195137065740e+00,3.000000000000000000e+00
7.010073567990287025e-01,-3.707423243629732301e+00,3.350572576237898836e+00,3.097826405268224281e+00,-3.156568252469303282e+00,-6.998367810288472768e-01,-2.483663614510189799e-01,2.880311003595460217e+00,-3.073603268912872721e+00,-2.572401326196684490e+00,2.953506243709614232e+00,-8.545874403611752879e-01,-2.649084161997238063e+00,3.900950454540548229e+00,6.124229581011995549e+00,4.379739890076983500e+00,-2.942983707403919791e+00,3.063344528234031916e+00,2.093243706157732476e-01,-3.282092838821314640e+00,1.000000000000000000e+00
5.293030489128157434e+00,-3.922451361829747185e+00,8.458911433040761096e-02,1.446852873886560753e-01,-2.019259105221351103e+00,3.122966326642505841e+00,-4.649304780655009850e+00,-1.025469781201695074e+00,-2.946842344120832902e+00,9.343364351096042908e-01,2.232381337864792314e+00,3.017794702689537978e+00,-5.602063859260812961e-01,3.751894026588684650e+00,9.971063821928376480e-01,2.033567824871508556e+00,-4.871463105511622871e+00,2.360803173325479731e-01,-2.817023394253336477e+00,2.539288529813618744e+00,2.000000000000000000e+00
-2.673696430697423132e+00,2.293106110074365489e+00,3.870497022007028498e+00,-2.662296455287793129e-01,2.949276695538773030e+00,-2.646084295379009355e+00,-2.004877049677042944e+00,-1.200837823497733936e+00,-1.352726133055491164e+00,-2.186099777725325488e+00,-1.451287437671037850e+00,-5.073771240437703334e+00,3.363667303548068865e+00,1.634673617533323187e+00,-7.172520132417907757e-01,-1.838765424552335714e+00,-1.920065698984669833e+00,4.283634582555561288e+00,-6.462920210457525627e-01,3.723016860813846307e+00,2.000000000000000000e+00
-2.289768591347818738e+00,2.609318980161825952e+00,2.576270611612450079e+00,-5.566683612647118640e-01,4.354360587626690204e+00,-3.717796053920727317e+00,-1.875793782785500463e+00,-1.141112350606460435e+00,-3.038486477356956428e-01,-4.167131412933540169e+00,-4.639754216472102843e-01,-5.074871425442895934e+00,1.990989447381222632e+00,7.098803330521106236e-01,-2.924200862616374685e+00,-2.361234710269927373e+00,-1.609623093370103342e-01,3.837482538449941138e+00,1.911632881328546585e+00,4.528919334240477212e+00,2.000000000000000000e+00
-2.103064081334447555e-01,-1.659645821707915081e+00,2.197327323569898461e+00,2.696814947761834169e-01,-2.483794667014578295e+00,-4.553158020786098881e+00,1.478564936817486686e+00,-9.693117360359104762e-01,-3.946522476669172441e+00,-1.133141247710684141e+00,-3.207371929153342016e+00,-9.324735821354512844e-02,-9.674362084232486225e-01,1.964137509646715740e+00,-2.916736245630999758e+00,-5.577259189508673387e+00,-1.741661344978937098e+00,-5.718224363661003729e+00,2.748159315977887207e+00,4.962018398437792577e+00,1.000000000000000000e+00
2.447048652004582436e+00,1.581446982277678437e+00,-6.236313711704029039e-01,-3.683142538490843387e-01,1.566370203223316215e+00,4.448259797012696026e+00,-4.952826400631435533e+00,-2.310387562464501165e+00,-5.513000353627721672e-01,-3.389656329385009048e+00,-1.815227280361021878e+00,-2.783033815585977511e+00,-3.671703561644784841e+00,-1.632243571654195868e+00,4.240212318374658729e+00,-3.944384489449777931e+00,-3.019000854814318568e+00,-2.281846502379404118e+00,4.611849834032774709e+00,1.350976002189854475e+00,0.000000000000000000e+00
1.586727435532020447e+00,2.283698128173426767e+00,-1.285832518728194485e+00,-8.449600478445461471e-01,1.431773905966258864e+00,3.138951125818595145e+00,-3.929126585978647057e+00,-3.317797288533690381e+00,-5.405493412447204271e-01,-3.913823063366547839e+00,-1.996535723519020200e+00,-3.146880032962207974e+00,-3.704185856463255266e+00,-4.616775135639902494e+00,4.243758888288573061e+00,-4.888202849646461345e+00,-2.550261229513373973e+00,-1.990762729752570959e+00,4.760723217449464251e+00,2.511840095052334298e+00,0.000000000000000000e+00
-1.978849005950369833e+00,-3.271491670933514673e+00,2.540878944466315126e+00,5.206355039980201660e+00,-2.198807402979464420e+00,-5.036832461762310587e-01,-1.641296812446391140e+00,3.839847586601892182e+00,-4.891249295446004730e+00,-3.541446041398282674e+00,3.768435432583630895e+00,-5.412076925214915901e-01,-2.115758826197625897e+00,3.272570263140976099e+00,5.671198285324707378e+00,3.638828965759020484e+00,-2.687920222683498839e+00,3.923021813203779296e+00,2.666336582416716006e+00,-3.923911241014230278e+00,1.000000000000000000e+00
1.273606689140244441e+00,-3.402668825926602914e+00,3.636959557182525504e+00,6.841453433415555452e+00,-2.296114732241359757e+00,-2.149181520606227913e+00,-1.386039427242881761e+00,3.754999799874683575e+00,-2.624930203341268253e+00,-4.249308635890301389e+00,1.557629323116857201e+00,-1.198615186165520319e+00,-1.598991408715850326e+00,4.019770156676325534e+00,5.094956554216758526e+00,3.704287881686349149e+00,-2.932662647634069586e+00,4.386903717701965633e+00,1.120454279882670656e+00,-3.773642905776700474e+00,1.000000000000000000e+00
-1.048556988179725202e+00,4.707566351094268242e+00,1.761519226821764761e+00,6.961127797539357065e-01,-3.150865717308008573e+00,-1.478465062540144759e+00,-3.391268320931847935e+00,3.434668819164778508e+00,6.419232545424022884e-01,1.508416629716478052e+00,-2.775014579037667684e+00,5.076654746243879579e+00,3.125710356250626099e+00,-1.342569506899243592e+00,-4.678671629224302464e+00,-3.275010997238251509e+00,-2.260598607941337157e+00,8.726645499965531849e-01,-3.124251883018543285e+00,-2.629525188540102754e+00,0.000000000000000000e+00
-4.523505568411152922e+00,-2.294149988427483855e+00,-1.901551660881779515e-01,3.139969674423475521e+00,3.228461803396188934e+00,-6.111061891423451797e+00,-4.205910981014127970e+00,2.028899455853367506e+00,1.018923686579335852e+00,-4.124509896467254855e+00,2.653900320609502650e+00,-3.272395385734814255e+00,2.828230669736490732e+00,-3.311742618488628498e+00,-3.512260231330834426e+00,2.093499209908447956e+00,3.182845685652972989e+00,-1.287681264018977423e+00,-2.641708954013135990e+00,-2.221455131245776649e+00,3.000000000000000000e+00
-3.369924265209727210e+00,4.385326705782659040e+00,-4.565265923248716717e+00,-1.459703617195692082e+00,-2.044423497374254772e+00,4.705129775558797300e-01,6.347466144048657943e-01,3.576774974684739039e+00,-2.906460520475178555e+00,-1.351235491701483715e+00,-3.198370805128349037e+00,-3.346230974318758378e+00,-3.303654256829395841e+00,3.895327963352805067e+00,7.791035118621173483e-01,1.787187213921356710e+00,2.524614075385030798e+00,1.564614349277511085e+00,-4.824393927969381934e+00,-2.179384614383267138e+00,3.000000000000000000e+00
